"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.86523,3.2125,-2.4466e-21,-0.0054354,1,21.405,24.48,-15.324,0
0.86554,3.2062,-3.955e-21,-0.0054683,1,21.475,24.488,-15.255,0
0.86601,3.2005,-5.0975e-21,-0.0055522,1,21.544,24.496,-15.186,0
0.86663,3.1954,-5.8729e-21,-0.0056877,1,21.613,24.504,-15.118,0
0.8671,3.1903,-5.5158e-21,-0.0056368,1,21.682,24.512,-15.049,0
0.86707,3.1844,-3.345e-21,-0.0051473,1,21.751,24.52,-14.981,0
0.8672,3.179,-1.1288e-21,-0.0047481,1,21.82,24.528,-14.912,0
0.8675,3.1742,1.1329e-21,-0.0044399,1,21.889,24.536,-14.844,0
0.86796,3.1699,3.4402e-21,-0.0042232,1,21.958,24.544,-14.775,0
0.86858,3.1662,5.7933e-21,-0.0040976,1,22.027,24.552,-14.706,0
0.86937,3.163,8.1923e-21,-0.0040638,1,22.096,24.56,-14.638,0
0.87033,3.1603,1.0637e-20,-0.0041222,1,22.165,24.568,-14.569,0
0.87145,3.1582,1.3128e-20,-0.0042727,1,22.234,24.576,-14.501,0
0.87274,3.1567,1.5666e-20,-0.0045157,1,22.303,24.584,-14.432,0
0.8742,3.1557,1.825e-20,-0.0048515,1,22.372,24.592,-14.363,0
0.87582,3.1553,2.088e-20,-0.0052807,1,22.441,24.6,-14.295,0
0.87762,3.1554,2.3558e-20,-0.0058031,1,22.51,24.608,-14.226,0
0.87853,3.154,2.1735e-20,-0.0059841,1,22.579,24.616,-14.158,0
0.87958,3.1532,1.964e-20,-0.0062524,1,22.648,24.624,-14.089,0
0.88083,3.1528,1.741e-20,-0.0066212,1,22.717,24.632,-14.021,0
0.88225,3.153,1.5042e-20,-0.007091,1,22.786,24.64,-13.952,0
0.88386,3.1538,1.2536e-20,-0.0076624,1,22.856,24.648,-13.883,0
0.88565,3.155,9.8933e-21,-0.0083351,1,22.925,24.656,-13.815,0
0.88763,3.1568,7.1121e-21,-0.0091097,1,22.994,24.664,-13.746,0
0.8898,3.1592,4.1923e-21,-0.0099866,1,23.063,24.672,-13.678,0
0.89214,3.1621,1.1335e-21,-0.010966,1,23.132,24.68,-13.609,0
0.89468,3.1655,-2.0646e-21,-0.012048,1,23.201,24.688,-13.54,0
0.8974,3.1695,-5.4023e-21,-0.013233,1,23.27,24.696,-13.472,0
0.90031,3.174,-8.8804e-21,-0.014521,1,23.339,24.704,-13.403,0
0.90335,3.179,-1.2192e-20,-0.015866,1,23.408,24.712,-13.335,0
0.90577,3.183,-1.1064e-20,-0.016623,1,23.477,24.72,-13.266,0
0.90834,3.1874,-9.7897e-21,-0.017464,1,23.546,24.728,-13.198,0
0.90917,3.1849,-8.423e-21,-0.018684,1,23.615,24.736,-13.129,0
0.90828,3.176,-7.0559e-21,-0.020227,1,23.684,24.744,-13.06,0
0.90744,3.1674,-5.6668e-21,-0.021799,1,23.753,24.752,-12.992,0
0.90667,3.1591,-4.2556e-21,-0.023403,1,23.822,24.76,-12.923,0
0.90595,3.1511,-2.8222e-21,-0.025037,1,23.891,24.768,-12.855,0
0.90529,3.1435,-1.3667e-21,-0.026702,1,23.96,24.776,-12.786,0
0.90468,3.1362,1.1116e-22,-0.028398,1,24.029,24.784,-12.717,0
0.90413,3.1292,1.6113e-21,-0.030124,1,24.098,24.792,-12.649,0
0.90364,3.1225,3.1339e-21,-0.031882,1,24.167,24.8,-12.58,0
0.90321,3.1162,4.6788e-21,-0.033671,1,24.237,24.808,-12.512,0
0.90283,3.1101,6.2463e-21,-0.035491,1,24.306,24.816,-12.443,0
0.90226,3.1043,7.9068e-21,-0.036778,1,24.375,24.824,-12.374,0
0.90155,3.0986,9.5545e-21,-0.037678,1,24.444,24.832,-12.306,0
0.9009,3.0932,1.1111e-20,-0.038623,1,24.513,24.84,-12.237,0
0.9003,3.088,1.2577e-20,-0.039614,1,24.582,24.848,-12.169,0
0.89975,3.083,1.3951e-20,-0.040652,1,24.651,24.856,-12.1,0
0.89925,3.0783,1.5233e-20,-0.041735,1,24.72,24.864,-12.032,0
0.89881,3.0739,1.6424e-20,-0.042865,1,24.789,24.872,-11.963,0
0.89843,3.0697,1.7522e-20,-0.044041,1,24.858,24.88,-11.894,0
0.8981,3.0657,1.8529e-20,-0.045263,1,24.927,24.888,-11.826,0
0.89782,3.062,1.9442e-20,-0.046532,1,24.996,24.896,-11.757,0
0.8976,3.0585,2.0263e-20,-0.047847,1,25.065,24.904,-11.689,0
0.89743,3.0553,2.0991e-20,-0.049209,1,25.134,24.912,-11.62,0
0.89732,3.0524,2.1625e-20,-0.050618,1,25.203,24.92,-11.551,0
0.89727,3.0496,2.2166e-20,-0.052074,1,25.272,24.928,-11.483,0
0.89703,3.047,2.1704e-20,-0.053281,1,25.341,24.936,-11.414,0
0.89657,3.0443,2.0076e-20,-0.054167,1,25.41,24.944,-11.346,0
0.89615,3.0417,1.8435e-20,-0.055102,1,25.479,24.952,-11.277,0
0.89578,3.0394,1.6782e-20,-0.056086,1,25.548,24.96,-11.209,0
0.89546,3.0372,1.5116e-20,-0.057119,1,25.618,24.968,-11.14,0
0.89518,3.0352,1.3438e-20,-0.058201,1,25.687,24.976,-11.071,0
0.89496,3.0334,1.1747e-20,-0.059332,1,25.756,24.984,-11.003,0
0.89478,3.0317,1.0044e-20,-0.060513,1,25.825,24.992,-10.934,0
0.89466,3.0303,8.3287e-21,-0.061744,1,25.894,25,-10.866,0
0.89458,3.029,6.6006e-21,-0.063024,1,25.963,25.008,-10.797,0
0.89455,3.028,4.8599e-21,-0.064354,1,26.032,25.016,-10.728,0
0.89458,3.0271,3.1066e-21,-0.065733,1,26.101,25.024,-10.66,0
0.89465,3.0264,1.3407e-21,-0.067163,1,26.17,25.032,-10.591,0
0.89477,3.0259,-4.379e-22,-0.068642,1,26.239,25.04,-10.523,0
0.89494,3.0255,-2.2292e-21,-0.070172,1,26.308,25.048,-10.454,0
0.89487,3.0251,-3.1483e-21,-0.071626,1,26.377,25.056,-10.386,0
0.89468,3.0246,-3.5668e-21,-0.073053,1,26.446,25.064,-10.317,0
0.89452,3.0242,-3.9438e-21,-0.074518,1,26.515,25.072,-10.248,0
0.8944,3.0239,-4.2792e-21,-0.076022,1,26.584,25.08,-10.18,0
0.89431,3.0237,-4.573e-21,-0.077564,1,26.653,25.088,-10.111,0
0.89425,3.0237,-4.8251e-21,-0.079145,1,26.722,25.096,-10.043,0
0.89423,3.0237,-5.0354e-21,-0.080764,1,26.791,25.104,-9.974,0
0.89424,3.0239,-5.2038e-21,-0.082422,1,26.86,25.112,-9.9054,0
0.89429,3.0242,-5.3302e-21,-0.084118,1,26.929,25.12,-9.8369,0
0.89437,3.0247,-5.4146e-21,-0.085854,1,26.999,25.128,-9.7683,0
0.89448,3.0252,-5.4568e-21,-0.087628,1,27.068,25.136,-9.6997,0
0.89463,3.0259,-5.4567e-21,-0.089441,1,27.137,25.144,-9.6311,0
0.89446,3.0251,-5.3781e-21,-0.091322,1,27.206,25.152,-9.5625,0
0.89295,3.0183,-5.1179e-21,-0.093337,1,27.275,25.16,-9.4939,0
0.89144,3.0116,-4.8166e-21,-0.095369,1,27.344,25.168,-9.4253,0
0.88993,3.0051,-4.4567e-21,-0.09739,1,27.413,25.176,-9.3568,0
0.88834,2.9992,-4.0063e-21,-0.099256,1,27.482,25.184,-9.2882,0
0.88675,2.9933,-3.6117e-21,-0.10113,1,27.551,25.192,-9.2196,0
0.88516,2.9875,-3.2732e-21,-0.10302,1,27.62,25.2,-9.151,0
0.88357,2.9817,-2.9907e-21,-0.10492,1,27.689,25.208,-9.0824,0
0.88198,2.9759,-2.7643e-21,-0.10683,1,27.758,25.216,-9.0138,0
0.88039,2.9702,-2.5942e-21,-0.10876,1,27.827,25.224,-8.9452,0
0.8788,2.9645,-2.4805e-21,-0.11069,1,27.896,25.232,-8.8767,0
0.87722,2.9588,-2.4232e-21,-0.11264,1,27.965,25.24,-8.8081,0
0.87563,2.9532,-2.4224e-21,-0.11459,1,28.034,25.248,-8.7395,0
0.87405,2.9476,-2.4783e-21,-0.11656,1,28.103,25.256,-8.6709,0
0.87246,2.942,-2.5909e-21,-0.11854,1,28.172,25.264,-8.6023,0
0.87088,2.9365,-2.7604e-21,-0.12054,1,28.241,25.272,-8.5337,0
0.86929,2.931,-2.9868e-21,-0.12254,1,28.31,25.28,-8.4651,0
0.86771,2.9255,-3.2702e-21,-0.12456,1,28.38,25.288,-8.3966,0
0.86613,2.9201,-3.6107e-21,-0.12658,1,28.449,25.296,-8.328,0
0.86455,2.9147,-4.0085e-21,-0.12862,1,28.518,25.304,-8.2594,0
0.86292,2.9097,-3.7196e-21,-0.13033,1,28.587,25.312,-8.1908,0
0.86129,2.9049,-3.3175e-21,-0.13199,1,28.656,25.32,-8.1222,0
0.85965,2.9,-2.9343e-21,-0.13366,1,28.725,25.328,-8.0536,0
0.85801,2.8951,-2.5697e-21,-0.13534,1,28.794,25.336,-7.9851,0
0.85636,2.8903,-2.2241e-21,-0.13702,1,28.863,25.344,-7.9165,0
0.85471,2.8855,-1.8972e-21,-0.13872,1,28.932,25.352,-7.8479,0
0.85306,2.8807,-1.5892e-21,-0.14043,1,29.001,25.36,-7.7793,0
0.8514,2.8759,-1.3002e-21,-0.14214,1,29.07,25.368,-7.7107,0
0.84974,2.8711,-1.03e-21,-0.14387,1,29.139,25.376,-7.6421,0
0.84808,2.8663,-7.7876e-22,-0.1456,1,29.208,25.384,-7.5735,0
0.84641,2.8615,-5.4654e-22,-0.14735,1,29.277,25.392,-7.505,0
0.84474,2.8567,-3.3331e-22,-0.1491,1,29.346,25.4,-7.4364,0
0.84306,2.852,-1.3907e-22,-0.15086,1,29.415,25.408,-7.3678,0
0.84138,2.8472,3.6069e-23,-0.15264,1,29.484,25.416,-7.2992,0
0.8397,2.8425,1.9213e-22,-0.15442,1,29.553,25.424,-7.2306,0
0.83801,2.8377,3.2907e-22,-0.15621,1,29.622,25.432,-7.162,0
0.83632,2.833,4.4694e-22,-0.15801,1,29.691,25.44,-7.0935,0
0.83463,2.8285,1.0356e-21,-0.15942,1,29.761,25.448,-7.0249,0
0.83293,2.824,1.864e-21,-0.16065,1,29.83,25.456,-6.9563,0
0.83123,2.8196,2.7199e-21,-0.1619,1,29.899,25.464,-6.8877,0
0.82952,2.8151,3.6034e-21,-0.16314,1,29.968,25.472,-6.8191,0
0.82781,2.8106,4.5143e-21,-0.1644,1,30.037,25.48,-6.7505,0
0.8261,2.8062,5.4529e-21,-0.16566,1,30.106,25.488,-6.6819,0
0.82438,2.8017,6.4191e-21,-0.16693,1,30.175,25.496,-6.6134,0
0.82266,2.7972,7.4129e-21,-0.1682,1,30.244,25.504,-6.5448,0
0.82093,2.7928,8.4343e-21,-0.16949,1,30.313,25.512,-6.4762,0
0.8192,2.7883,9.4835e-21,-0.17078,1,30.382,25.52,-6.4076,0
0.81747,2.7838,1.056e-20,-0.17207,1,30.451,25.528,-6.339,0
0.81573,2.7794,1.1665e-20,-0.17337,1,30.52,25.536,-6.2704,0
0.81399,2.7749,1.2797e-20,-0.17468,1,30.589,25.544,-6.2018,0
0.81224,2.7704,1.3958e-20,-0.176,1,30.658,25.552,-6.1333,0
0.81049,2.7659,1.5146e-20,-0.17732,1,30.727,25.56,-6.0647,0
0.80873,2.7614,1.6362e-20,-0.17865,1,30.796,25.568,-5.9961,0
0.80698,2.7569,1.7605e-20,-0.17999,1,30.865,25.576,-5.9275,0
0.80521,2.7525,1.8877e-20,-0.18133,1,30.934,25.584,-5.8589,0
0.8034,2.748,1.8936e-20,-0.18235,1,31.003,25.592,-5.7903,0
0.80156,2.7437,1.8094e-20,-0.18313,1,31.072,25.6,-5.7217,0
0.79971,2.7393,1.7254e-20,-0.1839,1,31.142,25.608,-5.6532,0
0.79785,2.7349,1.6418e-20,-0.18468,1,31.211,25.616,-5.5846,0
0.79599,2.7305,1.5585e-20,-0.18546,1,31.28,25.624,-5.516,0
0.79413,2.7261,1.4755e-20,-0.18623,1,31.349,25.632,-5.4474,0
0.79225,2.7217,1.3927e-20,-0.18701,1,31.418,25.64,-5.3788,0
0.79038,2.7173,1.3103e-20,-0.18778,1,31.487,25.648,-5.3102,0
0.78849,2.7129,1.2281e-20,-0.18856,1,31.556,25.656,-5.2417,0
0.78661,2.7084,1.1463e-20,-0.18933,1,31.625,25.664,-5.1731,0
0.78471,2.704,1.0647e-20,-0.19011,1,31.694,25.672,-5.1045,0
0.78281,2.6996,9.834e-21,-0.19088,1,31.763,25.68,-5.0359,0
0.78091,2.6951,9.0241e-21,-0.19166,1,31.832,25.688,-4.9673,0
0.779,2.6907,8.2171e-21,-0.19243,1,31.901,25.696,-4.8987,0
0.77708,2.6862,7.4131e-21,-0.1932,1,31.97,25.704,-4.8301,0
0.77516,2.6818,6.612e-21,-0.19398,1,32.039,25.712,-4.7616,0
0.77324,2.6773,5.8138e-21,-0.19475,1,32.108,25.72,-4.693,0
0.77131,2.6728,5.0185e-21,-0.19552,1,32.177,25.728,-4.6244,0
0.76937,2.6684,4.2262e-21,-0.19629,1,32.246,25.736,-4.5558,0
0.76756,2.6639,3.8301e-21,-0.19668,1,32.315,25.744,-4.4872,0
0.76594,2.6593,4.0601e-21,-0.19644,1,32.384,25.752,-4.4186,0
0.76433,2.6548,4.2891e-21,-0.1962,1,32.453,25.76,-4.35,0
0.76271,2.6503,4.5171e-21,-0.19596,1,32.523,25.768,-4.2815,0
0.76108,2.6457,4.7441e-21,-0.19572,1,32.592,25.776,-4.2129,0
0.75946,2.6412,4.9702e-21,-0.19549,1,32.661,25.784,-4.1443,0
0.75782,2.6366,5.1952e-21,-0.19525,1,32.73,25.792,-4.0757,0
0.75619,2.6321,5.4193e-21,-0.19501,1,32.799,25.8,-4.0071,0
0.75455,2.6275,5.6423e-21,-0.19478,1,32.868,25.808,-3.9385,0
0.7529,2.623,5.8644e-21,-0.19454,1,32.937,25.816,-3.87,0
0.75125,2.6184,6.0855e-21,-0.19431,1,33.006,25.824,-3.8014,0
0.7496,2.6139,6.3056e-21,-0.19407,1,33.075,25.832,-3.7328,0
0.74794,2.6093,6.5248e-21,-0.19384,1,33.144,25.84,-3.6642,0
0.74627,2.6048,6.7429e-21,-0.1936,1,33.213,25.848,-3.5956,0
0.74461,2.6002,6.9601e-21,-0.19337,1,33.282,25.856,-3.527,0
0.74293,2.5956,7.1762e-21,-0.19314,1,33.351,25.864,-3.4584,0
0.74126,2.5911,7.3914e-21,-0.1929,1,33.42,25.872,-3.3899,0
0.73958,2.5865,7.6056e-21,-0.19267,1,33.489,25.88,-3.3213,0
0.73789,2.5819,7.8188e-21,-0.19244,1,33.558,25.888,-3.2527,0
0.73621,2.5774,8.031e-21,-0.19221,1,33.627,25.896,-3.1841,0
0.73451,2.5728,8.2422e-21,-0.19197,1,33.696,25.904,-3.1155,0
0.73222,2.5679,8.0441e-21,-0.18995,1,33.765,25.912,-3.0469,0
0.72991,2.5629,7.8295e-21,-0.18786,1,33.834,25.92,-2.9783,0
0.7276,2.558,7.6143e-21,-0.18575,1,33.904,25.928,-2.9098,0
0.7253,2.5531,7.3985e-21,-0.18365,1,33.973,25.936,-2.8412,0
0.72299,2.5481,7.1821e-21,-0.18153,1,34.042,25.944,-2.7726,0
0.72069,2.5432,6.9651e-21,-0.17942,1,34.111,25.952,-2.704,0
0.7184,2.5383,6.7475e-21,-0.17729,1,34.18,25.96,-2.6354,0
0.7161,2.5333,6.5293e-21,-0.17516,1,34.249,25.968,-2.5668,0
0.71381,2.5284,6.3105e-21,-0.17303,1,34.318,25.976,-2.4983,0
0.71152,2.5235,6.091e-21,-0.17089,1,34.387,25.984,-2.4297,0
0.70923,2.5185,5.871e-21,-0.16875,1,34.456,25.992,-2.3611,0
0.70694,2.5136,5.6504e-21,-0.1666,1,34.525,26,-2.2925,0
0.70466,2.5087,5.4292e-21,-0.16444,1,34.594,26.008,-2.2239,0
0.70238,2.5037,5.2073e-21,-0.16228,1,34.663,26.016,-2.1553,0
0.7001,2.4988,4.9849e-21,-0.16012,1,34.732,26.024,-2.0867,0
0.69783,2.4939,4.7619e-21,-0.15795,1,34.801,26.032,-2.0182,0
0.69555,2.489,4.5382e-21,-0.15577,1,34.87,26.04,-1.9496,0
0.69328,2.484,4.314e-21,-0.15359,1,34.939,26.048,-1.881,0
0.69101,2.4791,4.0892e-21,-0.1514,1,35.008,26.056,-1.8124,0
0.68875,2.4742,3.8637e-21,-0.14921,1,35.077,26.064,-1.7438,0
0.68649,2.4693,3.6377e-21,-0.14701,1,35.146,26.072,-1.6752,0
0.6841,2.4644,3.434e-21,-0.14468,1,35.215,26.08,-1.6066,0
0.68068,2.46,3.4155e-21,-0.14128,1,35.285,26.088,-1.5381,0
0.67726,2.4556,3.3975e-21,-0.13786,1,35.354,26.096,-1.4695,0
0.67383,2.4513,3.3803e-21,-0.13442,1,35.423,26.104,-1.4009,0
0.67039,2.4469,3.3636e-21,-0.13095,1,35.492,26.112,-1.3323,0
0.66695,2.4425,3.3476e-21,-0.12746,1,35.561,26.12,-1.2637,0
0.6635,2.4381,3.3322e-21,-0.12396,1,35.63,26.128,-1.1951,0
0.66004,2.4337,3.3175e-21,-0.12043,1,35.699,26.136,-1.1266,0
0.65658,2.4293,3.3034e-21,-0.11688,1,35.768,26.144,-1.058,0
0.65311,2.4248,3.29e-21,-0.1133,1,35.837,26.152,-0.98939,0
0.64964,2.4204,3.2771e-21,-0.10971,1,35.906,26.16,-0.9208,0
0.64616,2.416,3.2649e-21,-0.1061,1,35.975,26.168,-0.85221,0
0.64267,2.4116,3.2534e-21,-0.10246,1,36.044,26.176,-0.78363,0
0.63918,2.4071,3.2425e-21,-0.098801,1,36.113,26.184,-0.71504,0
0.63568,2.4027,3.2322e-21,-0.095122,1,36.182,26.192,-0.64646,0
0.63218,2.3982,3.2226e-21,-0.091421,1,36.251,26.2,-0.57788,0
0.62867,2.3938,3.2135e-21,-0.087699,1,36.32,26.208,-0.50929,0
0.62515,2.3893,3.2052e-21,-0.083955,1,36.389,26.216,-0.44071,0
0.62163,2.3849,3.1974e-21,-0.08019,1,36.458,26.224,-0.37212,0
0.6181,2.3804,3.1903e-21,-0.076403,1,36.527,26.232,-0.30354,0
0.61457,2.3759,3.1838e-21,-0.072595,1,36.596,26.24,-0.23495,0
0.61102,2.3715,3.178e-21,-0.068766,1,36.666,26.248,-0.16636,0
0.60748,2.367,3.1727e-21,-0.064915,1,36.735,26.256,-0.09778,0
0.60392,2.3625,3.1682e-21,-0.061043,1,36.804,26.264,-0.029195,0
0.59942,2.3577,3.0586e-21,-0.057018,1,36.873,26.272,0.03939,0
0.59418,2.3527,2.872e-21,-0.052875,1,36.942,26.28,0.10797,0
0.58892,2.3477,2.6866e-21,-0.048713,1,37.011,26.288,0.17656,0
0.58363,2.3426,2.5025e-21,-0.044532,1,37.08,26.296,0.24514,0
0.5783,2.3376,2.3198e-21,-0.040331,1,37.149,26.304,0.31373,0
0.57295,2.3325,2.1383e-21,-0.036112,1,37.218,26.312,0.38232,0
0.56757,2.3274,1.9581e-21,-0.031874,1,37.287,26.32,0.4509,0
0.56216,2.3222,1.7792e-21,-0.027616,1,37.356,26.328,0.51948,0
0.55673,2.3171,1.6016e-21,-0.023339,1,37.425,26.336,0.58807,0
0.55126,2.3119,1.4253e-21,-0.019044,1,37.494,26.344,0.65666,0
0.54576,2.3067,1.2502e-21,-0.014729,1,37.563,26.352,0.72524,0
0.54023,2.3014,1.0765e-21,-0.010395,1,37.632,26.36,0.79382,0
0.53468,2.2962,9.0406e-22,-0.0060418,1,37.701,26.368,0.86241,0
0.5291,2.2909,7.3291e-22,-0.0016697,1,37.77,26.376,0.93099,0
0.52348,2.2856,5.6305e-22,0.0027217,1,37.839,26.384,0.99958,0
0.51784,2.2803,3.9448e-22,0.0071319,1,37.908,26.392,1.0682,0
0.51217,2.275,2.2721e-22,0.011561,1,37.977,26.4,1.1367,0
0.50647,2.2696,6.1225e-23,0.01601,1,38.047,26.408,1.2053,0
0.5012,2.2659,0,0.019227,1,38.116,26.416,1.2739,0
0.49618,2.263,0,0.021712,1,38.185,26.424,1.3425,0
0.49113,2.2601,0,0.024198,1,38.254,26.432,1.4111,0
0.48605,2.2572,0,0.026685,1,38.323,26.44,1.4797,0
0.48094,2.2543,0,0.029173,1,38.392,26.448,1.5483,0
0.47581,2.2514,0,0.031662,1,38.461,26.456,1.6168,0
0.47064,2.2484,0,0.034153,1,38.53,26.464,1.6854,0
0.46545,2.2454,0,0.036644,1,38.599,26.472,1.754,0
0.46023,2.2424,0,0.039137,1,38.668,26.48,1.8226,0
0.45498,2.2393,0,0.04163,1,38.737,26.488,1.8912,0
0.4497,2.2363,0,0.044125,1,38.806,26.496,1.9598,0
0.44439,2.2332,0,0.046621,1,38.875,26.504,2.0284,0
0.43905,2.2301,0,0.049118,1,38.944,26.512,2.0969,0
0.43369,2.2269,0,0.051617,1,39.013,26.52,2.1655,0
0.4283,2.2237,0,0.054116,1,39.082,26.528,2.2341,0
0.42287,2.2206,0,0.056617,1,39.151,26.536,2.3027,0
0.41742,2.2173,0,0.059118,1,39.22,26.544,2.3713,0
0.41195,2.2141,0,0.061621,1,39.289,26.552,2.4399,0
0.40694,2.2123,0,0.062796,1,39.358,26.56,2.5085,0
0.40215,2.2112,0,0.063348,1,39.428,26.568,2.577,0
0.39733,2.2101,0,0.063889,1,39.497,26.576,2.6456,0
0.39249,2.2089,0,0.064419,1,39.566,26.584,2.7142,0
0.38762,2.2077,0,0.064937,1,39.635,26.592,2.7828,0
0.38272,2.2065,0,0.065445,1,39.704,26.6,2.8514,0
0.3778,2.2052,0,0.065942,1,39.773,26.608,2.92,0
0.37285,2.204,0,0.066427,1,39.842,26.616,2.9885,0
0.36788,2.2027,0,0.066901,1,39.911,26.624,3.0571,0
0.36288,2.2014,0,0.067365,1,39.98,26.632,3.1257,0
0.35786,2.2,0,0.067817,1,40.049,26.64,3.1943,0
0.35281,2.1987,0,0.068258,1,40.118,26.648,3.2629,0
0.34774,2.1973,0,0.068688,1,40.187,26.656,3.3315,0
0.34264,2.1959,0,0.069107,1,40.256,26.664,3.4001,0
0.33752,2.1945,0,0.069515,1,40.325,26.672,3.4686,0
0.33237,2.193,0,0.069911,1,40.394,26.68,3.5372,0
0.32719,2.1915,0,0.070297,1,40.463,26.688,3.6058,0
0.32199,2.19,0,0.070671,1,40.532,26.696,3.6744,0
0.31749,2.1898,0,0.069962,1,40.601,26.704,3.743,0
0.31322,2.1901,0,0.068858,1,40.67,26.712,3.8116,0
0.30893,2.1903,0,0.067735,1,40.739,26.72,3.8802,0
0.30461,2.1905,0,0.066596,1,40.809,26.728,3.9487,0
0.30028,2.1907,0,0.065439,1,40.878,26.736,4.0173,0
0.29593,2.1909,0,0.064264,1,40.947,26.744,4.0859,0
0.29156,2.191,0,0.063072,1,41.016,26.752,4.1545,0
0.28716,2.1911,0,0.061862,1,41.085,26.76,4.2231,0
0.28275,2.1913,0,0.060634,1,41.154,26.768,4.2917,0
0.27831,2.1913,0,0.059389,1,41.223,26.776,4.3602,0
0.27385,2.1914,0,0.058127,1,41.292,26.784,4.4288,0
0.26938,2.1915,0,0.056847,1,41.361,26.792,4.4974,0
0.26488,2.1915,0,0.055549,1,41.43,26.8,4.566,0
0.26036,2.1915,0,0.054235,1,41.499,26.808,4.6346,0
0.25582,2.1915,0,0.052902,1,41.568,26.816,4.7032,0
0.25127,2.1915,0,0.051552,1,41.637,26.824,4.7718,0
0.24669,2.1914,0,0.050184,1,41.706,26.832,4.8403,0
0.24208,2.1914,0,0.048799,1,41.775,26.84,4.9089,0
0.23826,2.1923,0,0.046936,1,41.844,26.848,4.9775,0
0.23463,2.1934,0,0.044937,1,41.913,26.856,5.0461,0
0.23098,2.1945,0,0.04292,1,41.982,26.864,5.1147,0
0.22731,2.1956,0,0.040885,1,42.051,26.872,5.1833,0
0.22363,2.1967,0,0.038832,1,42.12,26.88,5.2519,0
0.21994,2.1977,0,0.036762,1,42.19,26.888,5.3204,0
0.21623,2.1988,0,0.034674,1,42.259,26.896,5.389,0
0.2125,2.1998,0,0.032569,1,42.328,26.904,5.4576,0
0.20876,2.2009,0,0.030446,1,42.397,26.912,5.5262,0
0.20516,2.2024,0,0.028659,1,42.466,26.92,5.5948,0
0.20167,2.2044,0,0.027089,1,42.535,26.928,5.6634,0
0.19816,2.2064,0,0.02549,1,42.604,26.936,5.7319,0
0.19464,2.2084,0,0.02386,1,42.673,26.944,5.8005,0
0.19111,2.2104,0,0.0222,1,42.742,26.952,5.8691,0
0.18756,2.2125,0,0.02051,1,42.811,26.96,5.9377,0
0.184,2.2145,0,0.018791,1,42.88,26.968,6.0063,0
0.18042,2.2166,0,0.017041,1,42.949,26.976,6.0749,0
0.17683,2.2187,0,0.015261,1,43.018,26.984,6.1435,0
0.17399,2.2214,0,0.013507,1,43.087,26.992,6.212,0
0.17128,2.2243,0,0.011735,1,43.156,27,6.2806,0
0.16855,2.2272,0,0.0099358,1,43.225,27.008,6.3492,0
0.16581,2.2301,0,0.0081092,1,43.294,27.016,6.4178,0
0.16306,2.233,0,0.0062549,1,43.363,27.024,6.4864,0
0.1603,2.2359,0,0.004373,1,43.432,27.032,6.555,0
0.15752,2.2389,0,0.0024639,1,43.501,27.04,6.6235,0
0.15474,2.2418,0,0.00052709,1,43.571,27.048,6.6921,0
0.15194,2.2448,0,-0.0014373,1,43.64,27.056,6.7607,0
0.14913,2.2477,0,-0.0034291,1,43.709,27.064,6.8293,0
0.1463,2.2507,0,-0.0054482,1,43.778,27.072,6.8979,0
0.14347,2.2536,0,-0.0074951,1,43.847,27.08,6.9665,0
0.14062,2.2566,0,-0.0095694,1,43.916,27.088,7.0351,0
0.13776,2.2596,0,-0.011671,1,43.985,27.096,7.1036,0
