"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.13489,2.2626,0,-0.0138,1,44.054,27.104,7.1722,0
0.13201,2.2656,0,-0.015957,1,44.123,27.112,7.2408,0
0.12911,2.2686,0,-0.018141,1,44.192,27.12,7.3094,0
0.1262,2.2717,0,-0.020353,1,44.261,27.128,7.378,0
0.12396,2.2751,0,-0.022221,1,44.33,27.136,7.4466,0
0.12178,2.2786,0,-0.024073,1,44.399,27.144,7.5152,0
0.11959,2.2821,0,-0.025948,1,44.468,27.152,7.5837,0
0.11739,2.2856,0,-0.027846,1,44.537,27.16,7.6523,0
0.11518,2.2891,0,-0.029767,1,44.606,27.168,7.7209,0
0.11296,2.2926,0,-0.031711,1,44.675,27.176,7.7895,0
0.11072,2.2961,0,-0.033678,1,44.744,27.184,7.8581,0
0.10848,2.2996,0,-0.035669,1,44.813,27.192,7.9267,0
0.10623,2.3031,0,-0.037682,1,44.882,27.2,7.9953,0
0.10397,2.3066,0,-0.039718,1,44.952,27.208,8.0638,0
0.1017,2.3102,0,-0.041778,1,45.021,27.216,8.1324,0
0.099414,2.3137,0,-0.043861,1,45.09,27.224,8.201,0
0.097122,2.3173,0,-0.045966,1,45.159,27.232,8.2696,0
0.094819,2.3208,0,-0.048095,1,45.228,27.24,8.3382,0
0.092506,2.3244,0,-0.050247,1,45.297,27.248,8.4068,0
0.090183,2.3279,0,-0.052422,1,45.366,27.256,8.4753,0
0.087849,2.3315,0,-0.05462,1,45.435,27.264,8.5439,0
0.085506,2.3351,0,-0.056842,1,45.504,27.272,8.6125,0
0.083707,2.3389,0,-0.058546,1,45.573,27.28,8.6811,0
0.081925,2.3428,0,-0.060245,1,45.642,27.288,8.7497,0
0.080135,2.3466,0,-0.061962,1,45.711,27.296,8.8183,0
0.078337,2.3505,0,-0.063698,1,45.78,27.304,8.8869,0
0.07653,2.3544,0,-0.065451,1,45.849,27.312,8.9554,0
0.074716,2.3583,0,-0.067223,1,45.918,27.32,9.024,0
0.072893,2.3621,0,-0.069013,1,45.987,27.328,9.0926,0
0.071063,2.366,0,-0.070821,1,46.056,27.336,9.1612,0
0.069224,2.3699,0,-0.072647,1,46.125,27.344,9.2298,0
0.067377,2.3738,0,-0.074492,1,46.194,27.352,9.2984,0
0.065522,2.3777,0,-0.076354,1,46.263,27.36,9.367,0
0.063659,2.3816,0,-0.078235,1,46.333,27.368,9.4355,0
0.061788,2.3855,0,-0.080134,1,46.402,27.376,9.5041,0
0.059908,2.3894,0,-0.08205,1,46.471,27.384,9.5727,0
0.058021,2.3933,0,-0.083985,1,46.54,27.392,9.6413,0
0.056126,2.3972,0,-0.085939,1,46.609,27.4,9.7099,0
0.054222,2.4012,0,-0.08791,1,46.678,27.408,9.7785,0
0.052317,2.4051,0,-0.089891,1,46.747,27.416,9.847,0
0.050858,2.4091,0,-0.091255,1,46.816,27.424,9.9156,0
0.049394,2.4132,0,-0.092632,1,46.885,27.432,9.9842,0
0.047923,2.4173,0,-0.094023,1,46.954,27.44,10.053,0
0.046447,2.4213,0,-0.095428,1,47.023,27.448,10.121,0
0.044964,2.4254,0,-0.096846,1,47.092,27.456,10.19,0
0.043475,2.4295,0,-0.098277,1,47.161,27.464,10.259,0
0.04198,2.4335,0,-0.099723,1,47.23,27.472,10.327,0
0.040479,2.4376,0,-0.10118,1,47.299,27.48,10.396,0
0.038972,2.4417,0,-0.10265,1,47.368,27.488,10.464,0
0.037458,2.4458,0,-0.10414,1,47.437,27.496,10.533,0
0.035939,2.4499,0,-0.10564,1,47.506,27.504,10.601,0
0.034413,2.4539,0,-0.10715,1,47.575,27.512,10.67,0
0.032881,2.458,0,-0.10868,1,47.644,27.52,10.739,0
0.031343,2.4621,0,-0.11022,1,47.714,27.528,10.807,0
0.029799,2.4662,0,-0.11177,1,47.783,27.536,10.876,0
0.028249,2.4703,0,-0.11334,1,47.852,27.544,10.944,0
0.026693,2.4744,0,-0.11492,1,47.921,27.552,11.013,0
0.025154,2.4785,0,-0.11647,1,47.99,27.56,11.082,0
0.023944,2.4827,0,-0.11739,1,48.059,27.568,11.15,0
0.022729,2.4868,0,-0.11832,1,48.128,27.576,11.219,0
0.021509,2.491,0,-0.11926,1,48.197,27.584,11.287,0
0.020285,2.4951,0,-0.12021,1,48.266,27.592,11.356,0
0.019057,2.4993,0,-0.12117,1,48.335,27.6,11.425,0
0.017825,2.5034,0,-0.12214,1,48.404,27.608,11.493,0
0.016588,2.5076,0,-0.12312,1,48.473,27.616,11.562,0
0.015347,2.5117,0,-0.12411,1,48.542,27.624,11.63,0
0.014101,2.5159,0,-0.12511,1,48.611,27.632,11.699,0
0.012851,2.5201,0,-0.12611,1,48.68,27.64,11.767,0
0.011597,2.5242,0,-0.12713,1,48.749,27.648,11.836,0
0.010339,2.5284,0,-0.12816,1,48.818,27.656,11.905,0
0.0090762,2.5326,0,-0.1292,1,48.887,27.664,11.973,0
0.0078091,2.5367,0,-0.13024,1,48.956,27.672,12.042,0
0.0065377,2.5409,0,-0.1313,1,49.025,27.68,12.11,0
0.005262,2.5451,0,-0.13237,1,49.095,27.688,12.179,0
0.0039819,2.5493,0,-0.13344,1,49.164,27.696,12.248,0
0.0027318,2.5534,0,-0.13445,1,49.233,27.704,12.316,0
0.0017236,2.5576,0,-0.13487,1,49.302,27.712,12.385,0
0.00071281,2.5618,0,-0.13531,1,49.371,27.72,12.453,0
-0.00030042,2.5659,0,-0.13575,1,49.44,27.728,12.522,0
-0.0013161,2.5701,0,-0.1362,1,49.509,27.736,12.59,0
-0.0023343,2.5742,0,-0.13665,1,49.578,27.744,12.659,0
-0.003355,2.5784,0,-0.13711,1,49.647,27.752,12.728,0
-0.0043781,2.5826,0,-0.13758,1,49.716,27.76,12.796,0
-0.0054038,2.5867,0,-0.13806,1,49.785,27.768,12.865,0
-0.0064319,2.5909,0,-0.13854,1,49.854,27.776,12.933,0
-0.0074625,2.5951,0,-0.13903,1,49.923,27.784,13.002,0
-0.0084956,2.5993,0,-0.13953,1,49.992,27.792,13.071,0
-0.0095311,2.6034,0,-0.14003,1,50.061,27.8,13.139,0
-0.010569,2.6076,0,-0.14054,1,50.13,27.808,13.208,0
-0.01161,2.6118,0,-0.14106,1,50.199,27.816,13.276,0
-0.012653,2.616,0,-0.14158,1,50.268,27.824,13.345,0
-0.013698,2.6201,0,-0.14211,1,50.337,27.832,13.413,0
-0.014746,2.6243,0,-0.14265,1,50.406,27.84,13.482,0
-0.015754,2.6285,0,-0.1431,1,50.476,27.848,13.551,0
-0.016565,2.6326,0,-0.14309,1,50.545,27.856,13.619,0
-0.017377,2.6368,0,-0.14308,1,50.614,27.864,13.688,0
-0.01819,2.6409,0,-0.14309,1,50.683,27.872,13.756,0
-0.019004,2.6451,0,-0.14309,1,50.752,27.88,13.825,0
-0.019818,2.6492,0,-0.14311,1,50.821,27.888,13.894,0
-0.020634,2.6534,0,-0.14312,1,50.89,27.896,13.962,0
-0.02145,2.6575,0,-0.14315,1,50.959,27.904,14.031,0
-0.022267,2.6617,0,-0.14318,1,51.028,27.912,14.099,0
-0.023084,2.6658,0,-0.14321,1,51.097,27.92,14.168,0
-0.023903,2.67,0,-0.14325,1,51.166,27.928,14.236,0
-0.024722,2.6741,0,-0.1433,1,51.235,27.936,14.305,0
-0.025542,2.6783,0,-0.14335,1,51.304,27.944,14.374,0
-0.026363,2.6824,0,-0.1434,1,51.373,27.952,14.442,0
-0.027184,2.6866,0,-0.14347,1,51.442,27.96,14.511,0
-0.028006,2.6908,0,-0.14354,1,51.511,27.968,14.579,0
-0.02883,2.6949,0,-0.14361,1,51.58,27.976,14.648,0
-0.029653,2.6991,0,-0.14369,1,51.649,27.984,14.717,0
-0.030427,2.7032,0,-0.14367,1,51.718,27.992,14.785,0
-0.031033,2.7074,0,-0.14334,1,51.787,28,14.854,0
-0.031639,2.7115,0,-0.14301,1,51.857,28.008,14.922,0
-0.032244,2.7157,0,-0.14268,1,51.926,28.016,14.991,0
-0.032884,2.7191,0,-0.14234,1,51.995,28.024,15.06,0
-0.03355,2.7221,0,-0.14198,1,52.064,28.032,15.128,0
-0.034215,2.725,0,-0.14163,1,52.133,28.04,15.197,0
-0.034878,2.7279,0,-0.14129,1,52.202,28.048,15.265,0
-0.03554,2.7308,0,-0.14096,1,52.271,28.056,15.334,0
-0.0362,2.7338,0,-0.14064,1,52.34,28.064,15.402,0
-0.036859,2.7367,0,-0.14032,1,52.409,28.072,15.471,0
-0.037517,2.7396,0,-0.14002,1,52.478,28.08,15.54,0
-0.038173,2.7425,0,-0.13972,1,52.547,28.088,15.608,0
-0.038828,2.7454,0,-0.13944,1,52.616,28.096,15.677,0
-0.039481,2.7483,0,-0.13916,1,52.685,28.104,15.745,0
-0.040133,2.7513,0,-0.13889,1,52.754,28.112,15.814,0
-0.040784,2.7542,0,-0.13863,1,52.823,28.12,15.883,0
-0.041433,2.7571,0,-0.13838,1,52.892,28.128,15.951,0
-0.042022,2.76,0,-0.13804,1,52.961,28.136,16.02,0
-0.042465,2.7628,0,-0.13746,1,53.03,28.144,16.088,0
-0.042907,2.7657,0,-0.1369,1,53.099,28.152,16.157,0
-0.043347,2.7686,0,-0.13634,1,53.168,28.16,16.225,0
-0.043786,2.7714,0,-0.13578,1,53.238,28.168,16.294,0
-0.044223,2.7743,0,-0.13524,1,53.307,28.176,16.363,0
-0.044659,2.7771,0,-0.1347,1,53.376,28.184,16.431,0
-0.045093,2.78,0,-0.13416,1,53.445,28.192,16.5,0
-0.045526,2.7829,0,-0.13364,1,53.514,28.2,16.568,0
-0.045957,2.7857,0,-0.13312,1,53.583,28.208,16.637,0
-0.046387,2.7885,0,-0.13261,1,53.652,28.216,16.706,0
-0.046815,2.7914,0,-0.13211,1,53.721,28.224,16.774,0
-0.047242,2.7942,0,-0.13161,1,53.79,28.232,16.843,0
-0.047668,2.7971,0,-0.13112,1,53.859,28.24,16.911,0
-0.048092,2.7999,0,-0.13064,1,53.928,28.248,16.98,0
-0.048515,2.8027,0,-0.13017,1,53.997,28.256,17.048,0
-0.048936,2.8056,0,-0.1297,1,54.066,28.264,17.117,0
-0.049355,2.8084,0,-0.12924,1,54.135,28.272,17.186,0
-0.049717,2.8112,0,-0.12868,1,54.204,28.28,17.254,0
-0.049966,2.814,0,-0.12793,1,54.273,28.288,17.323,0
-0.050215,2.8167,0,-0.12719,1,54.342,28.296,17.391,0
-0.050462,2.8195,0,-0.12645,1,54.411,28.304,17.46,0
-0.050708,2.8222,0,-0.12572,1,54.48,28.312,17.529,0
-0.050953,2.8249,0,-0.125,1,54.549,28.32,17.597,0
-0.051197,2.8277,0,-0.12428,1,54.619,28.328,17.666,0
-0.051439,2.8304,0,-0.12357,1,54.688,28.336,17.734,0
-0.05168,2.8332,0,-0.12286,1,54.757,28.344,17.803,0
-0.05192,2.8359,0,-0.12216,1,54.826,28.352,17.871,0
-0.052159,2.8386,0,-0.12146,1,54.895,28.36,17.94,0
-0.052396,2.8413,0,-0.12077,1,54.964,28.368,18.009,0
-0.052632,2.844,0,-0.12009,1,55.033,28.376,18.077,0
-0.052867,2.8467,0,-0.11941,1,55.102,28.384,18.146,0
-0.0531,2.8495,0,-0.11874,1,55.171,28.392,18.214,0
-0.053333,2.8522,0,-0.11807,1,55.24,28.4,18.283,0
-0.053564,2.8549,0,-0.11741,1,55.309,28.408,18.352,0
-0.053794,2.8576,0,-0.11676,1,55.378,28.416,18.42,0
-0.053954,2.8602,0,-0.11602,1,55.447,28.424,18.489,0
-0.05401,2.8628,0,-0.11514,1,55.516,28.432,18.557,0
-0.054066,2.8654,0,-0.11427,1,55.585,28.44,18.626,0
-0.05412,2.868,0,-0.1134,1,55.654,28.448,18.695,0
-0.054173,2.8706,0,-0.11254,1,55.723,28.456,18.763,0
-0.054225,2.8732,0,-0.11168,1,55.792,28.464,18.832,0
-0.054277,2.8758,0,-0.11083,1,55.861,28.472,18.9,0
-0.054327,2.8784,0,-0.10998,1,55.93,28.48,18.969,0
-0.054377,2.881,0,-0.10914,1,56,28.488,19.037,0
-0.054425,2.8836,0,-0.1083,1,56.069,28.496,19.106,0
-0.054473,2.8861,0,-0.10747,1,56.138,28.504,19.175,0
-0.054519,2.8887,0,-0.10664,1,56.207,28.512,19.243,0
-0.054565,2.8913,0,-0.10582,1,56.276,28.52,19.312,0
-0.05461,2.8938,0,-0.105,1,56.345,28.528,19.38,0
-0.054653,2.8964,0,-0.10419,1,56.414,28.536,19.449,0
-0.054696,2.8989,0,-0.10338,1,56.483,28.544,19.518,0
-0.054738,2.9015,0,-0.10258,1,56.552,28.552,19.586,0
-0.054778,2.904,0,-0.10179,1,56.621,28.56,19.655,0
-0.054766,2.9066,0,-0.10094,1,56.69,28.568,19.723,0
-0.054688,2.9091,0,-0.10003,1,56.759,28.576,19.792,0
-0.054611,2.9115,0,-0.099131,1,56.828,28.584,19.86,0
-0.054532,2.914,0,-0.098232,1,56.897,28.592,19.929,0
-0.054453,2.9165,0,-0.097338,1,56.966,28.6,19.998,0
-0.054374,2.919,0,-0.096448,1,57.035,28.608,20.066,0
-0.054294,2.9215,0,-0.095563,1,57.104,28.616,20.135,0
-0.054213,2.9239,0,-0.094681,1,57.173,28.624,20.203,0
-0.054131,2.9264,0,-0.093803,1,57.242,28.632,20.272,0
-0.05405,2.9288,0,-0.09293,1,57.311,28.64,20.341,0
-0.053967,2.9313,0,-0.092061,1,57.381,28.648,20.409,0
-0.053884,2.9337,0,-0.091196,1,57.45,28.656,20.478,0
-0.0538,2.9362,0,-0.090335,1,57.519,28.664,20.546,0
-0.053716,2.9386,0,-0.089478,1,57.588,28.672,20.615,0
-0.053631,2.9411,0,-0.088626,1,57.657,28.68,20.683,0
-0.053546,2.9435,0,-0.087777,1,57.726,28.688,20.752,0
-0.05346,2.9459,0,-0.086933,1,57.795,28.696,20.821,0
-0.053373,2.9484,0,-0.086093,1,57.864,28.704,20.889,0
-0.053247,2.9508,0,-0.085244,1,57.933,28.712,20.958,0
-0.053081,2.9532,0,-0.084387,1,58.002,28.72,21.026,0
-0.052915,2.9556,0,-0.083532,1,58.071,28.728,21.095,0
-0.052749,2.958,0,-0.082681,1,58.14,28.736,21.164,0
-0.052583,2.9603,0,-0.081832,1,58.209,28.744,21.232,0
-0.052417,2.9627,0,-0.080986,1,58.278,28.752,21.301,0
-0.05225,2.9651,0,-0.080142,1,58.347,28.76,21.369,0
-0.052084,2.9675,0,-0.079302,1,58.416,28.768,21.438,0
-0.051917,2.9698,0,-0.078464,1,58.485,28.776,21.506,0
-0.051749,2.9722,0,-0.07763,1,58.554,28.784,21.575,0
-0.051582,2.9745,0,-0.076798,1,58.623,28.792,21.644,0
-0.051414,2.9769,0,-0.075968,1,58.692,28.8,21.712,0
-0.051246,2.9792,0,-0.075142,1,58.762,28.808,21.781,0
-0.051078,2.9816,0,-0.074319,1,58.831,28.816,21.849,0
-0.05091,2.9839,0,-0.073498,1,58.9,28.824,21.918,0
-0.050741,2.9863,0,-0.07268,1,58.969,28.832,21.987,0
-0.050572,2.9886,0,-0.071865,1,59.038,28.84,22.055,0
-0.050403,2.9909,0,-0.071053,1,59.107,28.848,22.124,0
-0.050204,2.9932,0,-0.070265,1,59.176,28.856,22.192,0
-0.04998,2.9956,0,-0.069497,1,59.245,28.864,22.261,0
-0.049757,2.9979,0,-0.068729,1,59.314,28.872,22.33,0
-0.049534,3.0002,0,-0.067963,1,59.383,28.88,22.398,0
-0.049311,3.0025,0,-0.067197,1,59.452,28.888,22.467,0
-0.049088,3.0048,0,-0.066433,1,59.521,28.896,22.535,0
-0.048864,3.007,0,-0.065669,1,59.59,28.904,22.604,0
-0.048641,3.0093,0,-0.064907,1,59.659,28.912,22.672,0
-0.048417,3.0116,0,-0.064145,1,59.728,28.92,22.741,0
-0.048194,3.0139,0,-0.063385,1,59.797,28.928,22.81,0
-0.04797,3.0162,0,-0.062626,1,59.866,28.936,22.878,0
-0.047719,3.0175,0,-0.061871,1,59.935,28.944,22.947,0
-0.047443,3.0179,0,-0.061121,1,60.004,28.952,23.015,0
-0.047167,3.0184,0,-0.060372,1,60.073,28.96,23.084,0
-0.046892,3.0188,0,-0.059623,1,60.143,28.968,23.153,0
-0.046618,3.0193,0,-0.058874,1,60.212,28.976,23.221,0
-0.046343,3.0197,0,-0.058126,1,60.281,28.984,23.29,0
-0.046069,3.0201,0,-0.057379,1,60.35,28.992,23.358,0
-0.045797,3.0206,0,-0.056693,1,60.419,29,23.427,0
-0.045527,3.021,0,-0.056046,1,60.488,29.008,23.495,0
-0.045257,3.0215,0,-0.055398,1,60.557,29.016,23.564,0
-0.044988,3.0219,0,-0.054749,1,60.626,29.024,23.633,0
-0.044718,3.0223,0,-0.0541,1,60.695,29.032,23.701,0
-0.044449,3.0228,0,-0.05345,1,60.764,29.04,23.77,0
-0.044181,3.0232,0,-0.0528,1,60.833,29.048,23.838,0
-0.043913,3.0236,0,-0.05215,1,60.902,29.056,23.907,0
-0.043645,3.024,0,-0.051499,1,60.971,29.064,23.976,0
-0.043378,3.0244,0,-0.050847,1,61.04,29.072,24.044,0
-0.04311,3.0248,0,-0.050195,1,61.109,29.08,24.113,0
-0.042844,3.0252,0,-0.049543,1,61.178,29.088,24.181,0
-0.042577,3.0256,0,-0.04889,1,61.247,29.096,24.25,0
-0.042311,3.026,0,-0.048236,1,61.316,29.104,24.318,0
-0.042045,3.0264,0,-0.047582,1,61.385,29.112,24.387,0
-0.04178,3.0268,0,-0.046928,1,61.454,29.12,24.456,0
-0.041515,3.0272,0,-0.046273,1,61.524,29.128,24.524,0
-0.04125,3.0276,0,-0.045617,1,61.593,29.136,24.593,0
-0.041006,3.028,0,-0.045042,1,61.662,29.144,24.661,0
-0.040773,3.0284,0,-0.044505,1,61.731,29.152,24.73,0
-0.040539,3.0288,0,-0.043967,1,61.8,29.16,24.799,0
-0.040306,3.0292,0,-0.043427,1,61.869,29.168,24.867,0
-0.040073,3.0296,0,-0.042887,1,61.938,29.176,24.936,0
-0.039841,3.03,0,-0.042346,1,62.007,29.184,25.004,0
-0.039609,3.0304,0,-0.041803,1,62.076,29.192,25.073,0
-0.039377,3.0308,0,-0.04126,1,62.145,29.2,25.142,0
-0.039146,3.0312,0,-0.040715,1,62.214,29.208,25.21,0
-0.038915,3.0316,0,-0.04017,1,62.283,29.216,25.279,0
-0.038684,3.032,0,-0.039623,1,62.352,29.224,25.347,0
-0.038454,3.0323,0,-0.039075,1,62.421,29.232,25.416,0
-0.038224,3.0327,0,-0.038526,1,62.49,29.24,25.484,0
-0.037994,3.0331,0,-0.037976,1,62.559,29.248,25.553,0
-0.037765,3.0334,0,-0.037425,1,62.628,29.256,25.622,0
-0.037536,3.0338,0,-0.036873,1,62.697,29.264,25.69,0
-0.037307,3.0341,0,-0.036319,1,62.766,29.272,25.759,0
-0.037079,3.0345,0,-0.035765,1,62.835,29.28,25.827,0
-0.036878,3.0349,0,-0.035279,1,62.905,29.288,25.896,0
-0.036687,3.0352,0,-0.034818,1,62.974,29.296,25.965,0
-0.036497,3.0356,0,-0.034357,1,63.043,29.304,26.033,0
-0.036307,3.036,0,-0.033894,1,63.112,29.312,26.102,0
-0.036117,3.0364,0,-0.03343,1,63.181,29.32,26.17,0
-0.035928,3.0367,0,-0.032964,1,63.25,29.328,26.239,0
-0.035739,3.0371,0,-0.032498,1,63.319,29.336,26.307,0
-0.03555,3.0374,0,-0.03203,1,63.388,29.344,26.376,0
-0.035361,3.0378,0,-0.031561,1,63.457,29.352,26.445,0
-0.035173,3.0381,0,-0.031091,1,63.526,29.36,26.513,0
-0.034986,3.0385,0,-0.03062,1,63.595,29.368,26.582,0
-0.034798,3.0388,0,-0.030147,1,63.664,29.376,26.65,0
-0.034611,3.0391,0,-0.029674,1,63.733,29.384,26.719,0
-0.034424,3.0395,0,-0.029199,1,63.802,29.392,26.788,0
-0.034238,3.0398,0,-0.028723,1,63.871,29.4,26.856,0
-0.034052,3.0401,0,-0.028246,1,63.94,29.408,26.925,0
-0.033866,3.0404,0,-0.027767,1,64.009,29.416,26.993,0
-0.03368,3.0407,0,-0.027288,1,64.078,29.424,27.062,0
-0.033523,3.0411,0,-0.02686,1,64.147,29.432,27.13,0
-0.033373,3.0414,0,-0.026446,1,64.216,29.44,27.199,0
-0.033224,3.0417,0,-0.026031,1,64.286,29.448,27.268,0
-0.033075,3.0421,0,-0.025615,1,64.355,29.456,27.336,0
-0.032927,3.0424,0,-0.025198,1,64.424,29.464,27.405,0
-0.032779,3.0427,0,-0.02478,1,64.493,29.472,27.473,0
-0.032631,3.043,0,-0.024361,1,64.562,29.48,27.542,0
-0.032483,3.0434,0,-0.023941,1,64.631,29.488,27.611,0
-0.032336,3.0437,0,-0.02352,1,64.7,29.496,27.679,0
-0.032189,3.044,0,-0.023098,1,64.769,29.504,27.748,0
-0.032042,3.0443,0,-0.022675,1,64.838,29.512,27.816,0
-0.031895,3.0446,0,-0.022251,1,64.907,29.52,27.885,0
-0.031749,3.0449,0,-0.021826,1,64.976,29.528,27.953,0
-0.031603,3.0452,0,-0.0214,1,65.045,29.536,28.022,0
-0.031457,3.0455,0,-0.020973,1,65.114,29.544,28.091,0
-0.031312,3.0457,0,-0.020545,1,65.183,29.552,28.159,0
-0.031167,3.046,0,-0.020115,1,65.252,29.56,28.228,0
-0.031022,3.0463,0,-0.019685,1,65.321,29.568,28.296,0
-0.0309,3.0466,0,-0.019301,1,65.39,29.576,28.365,0
-0.030783,3.0469,0,-0.018925,1,65.459,29.584,28.434,0
-0.030666,3.0472,0,-0.018549,1,65.528,29.592,28.502,0
-0.030549,3.0474,0,-0.018171,1,65.597,29.6,28.571,0
-0.030432,3.0477,0,-0.017793,1,65.667,29.608,28.639,0
-0.030316,3.048,0,-0.017414,1,65.736,29.616,28.708,0
-0.0302,3.0483,0,-0.017033,1,65.805,29.624,28.777,0
-0.030084,3.0485,0,-0.016652,1,65.874,29.632,28.845,0
-0.029969,3.0488,0,-0.01627,1,65.943,29.64,28.914,0
-0.029853,3.0491,0,-0.015887,1,66.012,29.648,28.982,0
-0.029738,3.0493,0,-0.015503,1,66.081,29.656,29.051,0
-0.029624,3.0496,0,-0.015118,1,66.15,29.664,29.119,0
-0.029509,3.0498,0,-0.014733,1,66.219,29.672,29.188,0
-0.029395,3.0501,0,-0.014346,1,66.288,29.68,29.257,0
-0.029281,3.0503,0,-0.013958,1,66.357,29.688,29.325,0
-0.029167,3.0505,0,-0.01357,1,66.426,29.696,29.394,0
-0.029054,3.0508,0,-0.013181,1,66.495,29.704,29.462,0
-0.028933,3.0496,0,-0.012786,1,66.564,29.712,29.531,0
-0.028823,3.0478,0,-0.012448,1,66.633,29.72,29.6,0
-0.028715,3.0459,0,-0.012116,1,66.702,29.728,29.668,0
-0.028606,3.044,0,-0.011783,1,66.771,29.736,29.737,0
-0.028498,3.0421,0,-0.011449,1,66.84,29.744,29.805,0
-0.028391,3.0402,0,-0.011115,1,66.909,29.752,29.874,0
-0.028283,3.0383,0,-0.010779,1,66.979,29.76,29.942,0
-0.028175,3.0364,0,-0.010443,1,67.048,29.768,30.011,0
-0.028067,3.0344,0,-0.010106,1,67.117,29.776,30.08,0
-0.02796,3.0325,0,-0.0097683,1,67.186,29.784,30.148,0
-0.027853,3.0305,0,-0.0094297,1,67.255,29.792,30.217,0
-0.027745,3.0286,0,-0.0090902,1,67.324,29.8,30.285,0
-0.027638,3.0266,0,-0.00875,1,67.393,29.808,30.354,0
-0.027531,3.0246,0,-0.0084089,1,67.462,29.816,30.423,0
-0.027424,3.0226,0,-0.008067,1,67.531,29.824,30.491,0
-0.027317,3.0206,0,-0.0077243,1,67.6,29.832,30.56,0
-0.02721,3.0186,0,-0.0073807,1,67.669,29.84,30.628,0
-0.027104,3.0166,0,-0.0070364,1,67.738,29.848,30.697,0
-0.026997,3.0145,0,-0.0066912,1,67.807,29.856,30.765,0
-0.026925,3.0126,0,-0.0063338,1,67.876,29.864,30.834,0
-0.026855,3.0106,0,-0.0059742,1,67.945,29.872,30.903,0
-0.026785,3.0087,0,-0.005613,1,68.014,29.88,30.971,0
-0.026715,3.0067,0,-0.0052501,1,68.083,29.888,31.04,0
-0.026645,3.0047,0,-0.0048856,1,68.152,29.896,31.108,0
-0.026574,3.0028,0,-0.0045195,1,68.221,29.904,31.177,0
-0.026504,3.0008,0,-0.0041518,1,68.29,29.912,31.246,0
-0.026434,2.9988,0,-0.0037825,1,68.359,29.92,31.314,0
-0.026363,2.9968,0,-0.0034115,1,68.429,29.928,31.383,0
-0.026293,2.9948,0,-0.0030389,1,68.498,29.936,31.451,0
-0.026222,2.9928,0,-0.0026647,1,68.567,29.944,31.52,0
-0.026152,2.9908,0,-0.0022889,1,68.636,29.952,31.588,0
-0.026081,2.9887,0,-0.0019115,1,68.705,29.96,31.657,0
-0.026011,2.9867,0,-0.0015324,1,68.774,29.968,31.726,0
-0.02594,2.9847,0,-0.0011518,1,68.843,29.976,31.794,0
-0.025869,2.9826,0,-0.00076946,1,68.912,29.984,31.863,0
-0.025798,2.9806,0,-0.00038553,1,68.981,29.992,31.931,0
-0.025727,2.9785,0,0,1,69.05,30,32,0
